id,value,name,isParent
6583,211400,葫芦岛市本级,FALSE
6585,211402,连山区,FALSE
6587,211403,龙港区,FALSE
6589,211404,南票区,FALSE
6591,211421,绥中县,FALSE
6593,211422,建昌县,FALSE
6595,211481,兴城市,FALSE
6599,220100,长春市本级,FALSE
6601,220102,南关区,FALSE
6603,220103,宽城区,FALSE
6605,220104,朝阳区,FALSE
6607,220105,二道区,FALSE
6609,220106,绿园区,FALSE
6611,220112,双阳区,FALSE
6613,220122,农安县,FALSE
6615,220181,九台市,FALSE
6617,220182,榆树市,FALSE
6619,220183,德惠市,FALSE
6622,220200,吉林市本级,FALSE
6624,220202,昌邑区,FALSE
6626,220203,龙潭区,FALSE
6628,220204,船营区,FALSE
6630,220211,丰满区,FALSE
6632,220221,永吉县,FALSE
6634,220281,蛟河市,FALSE
6636,220282,桦甸市,FALSE
6638,220283,舒兰市,FALSE
6640,220284,磐石市,FALSE
6643,220300,四平市本级,FALSE
6645,220302,铁西区,FALSE
6647,220303,铁东区,FALSE
6649,220322,梨树县,FALSE
6651,220323,伊通满族自治县,FALSE
6653,220381,公主岭市,FALSE
6655,220382,双辽市,FALSE
6658,220400,辽源市本级,FALSE
6660,220402,龙山区,FALSE
6662,220403,西安区,FALSE
6664,220421,东丰县,FALSE
6666,220422,东辽县,FALSE
6669,220500,通化市本级,FALSE
4,220502,东昌区,FALSE
6,220503,二道江区,FALSE
8,220521,通化县,FALSE
10,220523,辉南县,FALSE
12,220524,柳河县,FALSE
14,220581,梅河口市,FALSE
16,220582,集安市,FALSE
19,220600,白山市本级,FALSE
21,220602,八道江区,FALSE
23,220605,江源区,FALSE
25,220621,抚松县,FALSE
27,220622,靖宇县,FALSE
29,220623,长白朝鲜族自治县,FALSE
31,220681,临江市,FALSE
34,220700,松原市本级,FALSE
36,220702,宁江区,FALSE
38,220721,前郭尔罗斯蒙古族自治县,FALSE
40,220722,长岭县,FALSE
42,220723,乾安县,FALSE
44,220724,扶余县,FALSE
47,220800,白城市本级,FALSE
49,220802,洮北区,FALSE
51,220821,镇赉县,FALSE
53,220822,通榆县,FALSE
55,220881,洮南市,FALSE
57,220882,大安市,FALSE
7138,222400,延边朝鲜族自治州本级,FALSE
60,222401,延吉市,FALSE
62,222402,图们市,FALSE
64,222403,敦化市,FALSE
66,222404,珲春市,FALSE
68,222405,龙井市,FALSE
70,222406,和龙市,FALSE
72,222424,汪清县,FALSE
74,222426,安图县,FALSE
78,230100,哈尔滨市本级,FALSE
80,230102,道里区,FALSE
82,230103,南岗区,FALSE
84,230104,道外区,FALSE
86,230108,平房区,FALSE
88,230109,松北区,FALSE
90,230110,香坊区,FALSE
92,230111,呼兰区,FALSE
94,230112,阿城区,FALSE
96,230123,依兰县,FALSE
98,230124,方正县,FALSE
100,230125,宾县,FALSE
102,230126,巴彦县,FALSE
104,230127,木兰县,FALSE
106,230128,通河县,FALSE
108,230129,延寿县,FALSE
110,230182,双城市,FALSE
112,230183,尚志市,FALSE
114,230184,五常市,FALSE
117,230200,齐齐哈尔市本级,FALSE
119,230202,龙沙区,FALSE
121,230203,建华区,FALSE
123,230204,铁锋区,FALSE
125,230205,昂昂溪区,FALSE
127,230206,富拉尔基区,FALSE
129,230207,碾子山区,FALSE
131,230208,梅里斯达斡尔族区,FALSE
133,230221,龙江县,FALSE
